Title,Score,Vote,Ranked,Popularity,Members,Favorite,Types,Volumes,Chapters,Status,Genres,Demographic,Serialization,Author,Released date,Completed date,Total Review,Recommended,Mixed Feelings,Not Recommended
The Heir of Mythological Heroes,6.64,196,14255,16166,951,0,Manhwa,3,75,Finished,"[""'Action'"", ""'Fantasy'""]",,KakaoPage,"[""'Ttongmat Doenjang,Jinkka'""]",2023-05-31,2024-08-12,0,0,0,0
"Class ""Mushoku"" no Eiyuutan: Koushakuke wo Tsuihou sareta ga, Jitsu wa Nagutta dake de Skill wo Kakutoku Dekiru to Wakari, Tairiku Ichi no Eiyuu ni Noboritsumeru",6.64,204,14256,16092,957,1,Manga,3,16,Publishing,"[""'Action'"", ""'Adventure'"", ""'Fantasy'""]",Seinen,Dokodemo Young Champion,"[""'Amekawa,Reach'"", ""'Salah-D'""]",2022-04-26,Updating,1,0,1,0
Gal to Nekura no Kyuuketsu Kankei (The Bloody Relationship Between Nekura and Gal.),6.64,172,14257,23259,514,0,Manga,2,25,Finished,"[""'Comedy'"", ""'Girls Love'"", ""'Supernatural'"", ""'School'"", ""'Vampire'""]",,Manga Time Kirara MAX,"[""'Kacoben'""]",2022-08-19,2024-06-18,1,1,0,0
I Am Not a Regressor,6.64,413,14258,10095,1837,0,Manhwa,3,16,Publishing,"[""'Action'"", ""'Fantasy'""]",,KakaoPage,"[""'Nabi Gyegok,Black Water'""]",2023-11-30,Updating,0,0,0,0
Crazy Love Story,6.64,178,14330,23151,518,4,Manhwa,5,44,Finished,"[""'Drama'"", ""'Romance'"", ""'Psychological'""]",,,"[""'Lee,Vin'""]",2004-01-01,Updating,0,0,0,0
Dennou Shoujo☆ (Mink),6.64,865,14331,9000,2128,20,Manga,6,28,Finished,"[""'Fantasy'"", ""'Romance'""]",Shoujo,Nakayoshi,"[""'Tachikawa,Megumi'""]",1999-08-03,2002-07-17,1,1,0,0
Deep Kiss,6.64,1107,14332,9342,2028,5,Manga,1,4,Finished,"[""'Romance'""]",Shoujo,,"[""'Katsumoto,Kasane'""]",2005-10-28,2005-10-28,1,0,1,0
Sakuragaoka Angels,6.64,372,14333,17740,822,0,Manga,2,9,Finished,"[""'Comedy'"", ""'Drama'"", ""'Romance'"", ""'School'""]",Shoujo,Ribon Magazine,"[""'Takasuka,Yue'""]",2002-01-01,2003-01-01,0,0,0,0
Believers,6.64,2826,14334,2996,7251,37,Manga,2,22,Finished,"[""'Drama'"", ""'Romance'"", ""'Psychological'""]",Seinen,Big Comic Spirits,"[""'Yamamoto,Naoki'""]",1999-05-01,1999-11-01,5,4,1,0
Red Angel,6.64,123,14335,24212,478,3,Manga,2,10,Finished,"[""'Fantasy'"", ""'Supernatural'"", ""'Vampire'""]",,,"[""'Tateno,Makoto'""]",2003-01-01,2003-01-01,0,0,0,0
Shiranami no Illusion,6.64,121,14336,30246,300,2,Manga,1,4,Finished,"[""'Drama'"", ""'Romance'""]",Shoujo,Ribon Magazine,"[""'Obana,Miho'""]",1992-01-01,1992-01-01,0,0,0,0
Dokuyaku to Otome (Pretty Poison),6.64,299,14337,22020,570,0,Manga,1,4,Finished,"[""'Romance'""]",Josei,,"[""'Narukami,Yutta'""]",2006-10-17,2006-10-17,0,0,0,0
Ba-thump Ba-thump Diary,6.64,875,14338,11431,1561,0,Manhwa,3,1,Finished,"[""'Drama'"", ""'Romance'"", ""'Sports'"", ""'School'""]",Shoujo,,"[""'Kimi,Mi-jung'""]",2005-01-01,2005-01-01,2,1,1,0
Maimiko: Touko no Jikenbo,6.64,194,14339,25412,436,1,Manga,1,5,Finished,"[""'Romance'"", ""'Supernatural'""]",Shoujo,,"[""'Kanou,Arashi'"", ""'Takadano,Madoka'""]",2003-05-01,2003-05-01,0,0,0,0
Crazy Girl,6.64,522,14340,15363,1030,0,Manga,1,5,Finished,"[""'Comedy'"", ""'Romance'"", ""'Sports'""]",Shoujo,Ribon Magazine,"[""'Yoshihara,Nozomi'""]",2001-01-01,2001-01-01,0,0,0,0
Benkei in New York,6.64,1314,14341,6198,3347,17,Manga,1,7,Finished,"[""'Drama'""]",Seinen,Big Comic Original Zoukan,"[""'Taniguchi,Jiro'"", ""'Mouri,Jinpachi'""]",1991-01-01,1995-01-01,1,1,0,0
Masuraou,6.64,598,14344,10181,1818,13,Manga,7,71,Finished,"[""'Action'"", ""'Comedy'""]",Seinen,Young Jump,"[""'Sakamoto,Shinichi'""]",2005-01-01,2006-01-01,3,3,0,0
Hitomi no Mukougawa,6.64,193,14345,27395,374,0,Manga,1,6,Finished,"[""'Boys Love'""]",,,"[""'Kanbe,Akira'""]",2001-10-01,2001-10-01,0,0,0,0
Marine Blue no Kaze ni Dakarete,6.64,198,14346,14720,1093,1,Manga,4,16,Finished,"[""'Drama'"", ""'Romance'""]",Shoujo,Ribon Magazine,"[""'Yazawa,Ai'""]",1989-08-03,1991-12-03,1,1,0,0
Monk!,6.64,269,14347,17499,840,1,Manhwa,6,16,Finished,"[""'Action'"", ""'Comedy'"", ""'Ecchi'"", ""'Martial Arts'""]",,Daiwon,"[""'Hong,Dong-kee'""]",2007-01-01,2009-01-01,0,0,0,0
Bakumatsu Ibunroku: Code Geass - Hangyaku no Lelouch (Code Geass: Tales of an Alternate Shogunate),6.64,616,14348,8328,2357,31,Manga,1,4,Finished,"[""'Action'"", ""'Sci-Fi'"", ""'Historical'"", ""'Mecha'""]",Shounen,Kero-kero Ace,"[""'Taniguchi,Gorou'"", ""'Ganjii,Muramatsu'"", ""'Yuujirou'""]",2008-05-26,2008-08-26,1,0,0,1
Toriya Trip,6.64,106,14349,35848,201,0,One-shot,3,1,Finished,"[""'Supernatural'""]",,,"[""'Haruno,Makoto'""]",2008-01-01,2008-01-01,0,0,0,0
Tobenai Tori,6.64,1661,14350,6325,3276,5,Manga,1,5,Finished,"[""'Drama'"", ""'Romance'"", ""'School'""]",Shoujo,Betsucomi,"[""'Mitsuha,Yuu'""]",2008-01-01,2008-01-01,1,1,0,0
Extra Existence,6.64,246,14351,22125,565,0,Manga,1,6,Finished,"[""'Action'"", ""'Romance'"", ""'Sci-Fi'"", ""'Supernatural'""]",Seinen,Comic Gum,"[""'Shiono,Etorouji'""]",2006-09-25,2006-09-25,0,0,0,0
Ar Tonelico: Arpeggio,6.64,588,14353,12461,1382,4,Manga,3,12,Finished,"[""'Action'"", ""'Adventure'"", ""'Drama'"", ""'Fantasy'""]",Shounen,Comic Blade,"[""'Aya,Megumu'""]",2005-09-30,2006-08-30,0,0,0,0
Bousou Shojo,6.64,1288,14354,4118,5293,15,Manga,10,109,Finished,"[""'Comedy'"", ""'Romance'"", ""'Ecchi'"", ""'School'""]",Seinen,Young Magazine (Weekly),"[""'Torikawa,Sora'""]",2007-02-16,2011-03-28,3,2,0,1
I♥DOLL,6.64,105,14355,28062,355,1,Manga,1,16,Finished,"[""'Drama'"", ""'Romance'"", ""'Slice of Life'""]",Shoujo,Bessatsu Margaret,"[""'Kotou,Matsu'""]",2006-01-01,2006-01-01,0,0,0,0
"Wanwan Monogatari: Kanemochi no Inu ni Shite to wa Itta ga, Fenrir ni Shiro to wa Ittenee! (Woof Woof Story: I Told You to Turn Me Into a Pampered Pooch, Not Fenrir!)",6.64,188,14279,16474,925,3,Light Novel,7,51,Finished,"[""'Fantasy'"", ""'Isekai'"", ""'Reincarnation'""]",,,"[""'Kochimo,Inumajin'""]",2017-11-01,2020-09-01,1,1,0,0
Motosaya,6.64,173,14280,22972,526,1,Manga,2,12,Finished,"[""'Comedy'"", ""'Romance'"", ""'School'""]",Shoujo,Margaret,"[""'Hoshino,Mizuki'""]",2017-07-20,2018-02-05,0,0,0,0
Teito Hatsukoi Shinjuu,6.64,129,14281,18676,756,1,Manga,3,16,Finished,"[""'Romance'"", ""'Historical'""]",,,"[""'Mitsuki,Miko'""]",2016-12-21,2020-05-15,0,0,0,0
Zomviguarna,6.64,468,14282,12619,1360,3,Manga,3,18,Finished,"[""'Action'"", ""'Fantasy'"", ""'Romance'""]",Shounen,Gessan,"[""'Kitaya,Keke'""]",2017-12-12,2019-05-12,1,1,0,0
Hourou Sekai,6.64,536,14283,13843,1197,1,Manga,1,5,Finished,"[""'Action'"", ""'Comedy'"", ""'Sci-Fi'"", ""'Slice of Life'"", ""'Supernatural'""]",,,"[""'Mizukami,Satoshi'""]",2014-05-20,2017-10-05,1,1,0,0
Kimi wa 008 (You Are Double-O Eight),6.64,1546,14284,3391,6400,23,Manga,33,16,Finished,"[""'Action'"", ""'Comedy'"", ""'Fantasy'""]",Shounen,Shounen Sunday,"[""'Matsuena,Syun'""]",2018-02-21,2024-04-24,1,0,1,0
Aka no Grimoire (Crimson Grimoire),6.64,160,14285,17936,807,4,Manga,5,25,Finished,"[""'Action'"", ""'Drama'"", ""'Fantasy'""]",Shounen,Bessatsu Shounen Magazine,"[""'A-10'""]",2018-09-07,2020-11-09,1,0,1,0
Degausser,6.64,136,14286,18605,760,3,Manga,6,70,Finished,"[""'Action'"", ""'Drama'"", ""'Sci-Fi'"", ""'Suspense'""]",,Comic Days,"[""'Watanabe,Jun'""]",2018-03-07,2019-10-16,1,0,0,1
Aho Girl dj - Tenshi Girl (Angel Girl),6.64,515,14287,14239,1151,1,Doujinshi,1,16,Finished,"[""'Comedy'""]",,,"[""'Hiroyuki'""]",2018-12-31,2018-12-31,1,1,0,0
Samayoeru Tenseisha-tachi no Revival Game (ReLive Game of Wandering Reincarnations),6.64,1347,14288,5848,3578,18,Manga,4,26,Finished,"[""'Adventure'"", ""'Fantasy'"", ""'Ecchi'""]",Shounen,Dragon Age,"[""'Saitou,Kenji'"", ""'Hino,Haruto'""]",2019-04-09,2021-07-09,2,0,0,2
Yuusha wa Shimei wo Wasureteru,6.64,635,14289,10967,1651,3,Manga,1,11,Finished,"[""'Comedy'"", ""'Fantasy'"", ""'Romance'""]",,Manga Park,"[""'Honno,Shiori'""]",2018-11-07,2019-01-09,2,2,0,0
Comyushou VS Yuri (Bad Texter VS Girls Love),6.64,246,14290,15543,1011,3,Doujinshi,3,16,Publishing,"[""'Comedy'"", ""'Girls Love'"", ""'Slice of Life'""]",,,"[""'Himitsu'""]",2018-11-25,Updating,0,0,0,0
By Spring,6.64,3281,14291,3547,6159,60,Manga,3,23,Finished,"[""'Drama'"", ""'Romance'""]",Seinen,Big Comic Superior,"[""'Hayashi,Maki'"", ""'Yuzuki,Ei'""]",2019-10-25,2020-11-27,6,5,0,1
Shounen to Diamond,6.64,143,14292,30959,284,0,One-shot,3,1,Finished,"[""'Sports'""]",Seinen,Harta,"[""'Mizumori,Takashi'""]",2019-12-13,2019-12-13,0,0,0,0
Salaryman ga Isekai ni Ittara Shitennou ni Natta Hanashi (Headhunted to Another World: From Salaryman to Big Four!),6.64,1317,14293,3982,5473,12,Manga,3,16,Publishing,"[""'Adventure'"", ""'Comedy'"", ""'Fantasy'"", ""'Supernatural'"", ""'Isekai'"", ""'Reincarnation'""]",,Comic Gardo,"[""'Benigashira,Muramitsu'""]",2019-12-27,Updating,3,1,1,1
Daigaku de Hajimete Koibito ga Dekita Hito no Hanashi (A Story of a Person Who Made a Lover for the First Time at a University),6.64,174,14294,15929,972,1,Manga,4,76,Finished,"[""'Comedy'"", ""'Romance'"", ""'Slice of Life'""]",,Manga Life STORIA Dash,"[""'Himitsu'""]",2020-05-29,2022-02-18,0,0,0,0
"Tensei Kizoku, Kantei Skill de Nariagaru: Jakushou Ryouchi wo Uketsuida node, Yuushuu na Jinzai wo Fuyashiteitara, Saikyou Ryouchi ni Natteta (As a Reincarnated Aristocrat, I'll Use My Appraisal Skill to Rise in the World)",6.64,4389,14295,1478,13949,44,Manga,3,16,Publishing,"[""'Adventure'"", ""'Fantasy'"", ""'Isekai'"", ""'Reincarnation'""]",,Magazine pocket,"[""'Inoue,Natsumi'"", ""'Miraijin A'""]",2020-06-26,Updating,7,4,2,1
Chiisai Nozomi to Ookina Yume (Small Nozomi and Big Yume),6.64,348,14296,14932,1072,5,Manga,3,21,Finished,"[""'Comedy'"", ""'Slice of Life'"", ""'Supernatural'""]",Seinen,Morning Two,"[""'Hamayumiba,Sou'""]",2019-05-22,2021-01-22,0,0,0,0
Koko Hore Boketsu-chan,6.64,131,14297,20260,660,3,Manga,10,95,Finished,"[""'Comedy'"", ""'Romance'"", ""'Ecchi'""]",,Web DenPlay Comic,"[""'Kitamura,Mashuu'""]",2018-12-28,2021-05-27,0,0,0,0
Inukai-san Chi no Oshikake JK,6.64,135,14298,19906,680,2,Manga,3,16,Publishing,"[""'Comedy'"", ""'Romance'"", ""'Slice of Life'""]",Shounen,Shounen Ace Plus,"[""'Mitsuba,Minoru'""]",2020-09-04,Updating,0,0,0,0
Tensei Kenja wa Musume to Kurasu.,6.64,279,14299,12519,1374,2,Manga,3,16,Publishing,"[""'Comedy'"", ""'Fantasy'"", ""'Slice of Life'""]",,ComicWalker,"[""'Kotohira,Ryo'"", ""'Uzaki,Uso'""]",2019-12-20,Updating,0,0,0,0
Shokei Shoujo no Virgin Road (The Executioner and Her Way of Life),6.64,526,14300,6180,3357,14,Manga,7,16,Finished,"[""'Action'"", ""'Adventure'"", ""'Fantasy'""]",Seinen,Young Gangan,"[""'Satou,Mato'"", ""'Mitsuya,Ryou'""]",2020-06-05,2024-04-19,0,0,0,0
Ukkari Heika no Ko wo Ninshin shiteshimaimashita: Ouhi Berta no Shouzou (I Got Pregnant with His Majesty's Child: A Biography of Queen Berta),6.64,391,14301,16335,937,2,Manga,2,13,Finished,"[""'Drama'"", ""'Romance'""]",,Manga UP!,"[""'Tanaka,Aya'"", ""'Nishino,Himawari'""]",2020-04-14,2021-04-06,0,0,0,0
"Sei-chan Capacity Over desu! (Sei-chan, Your Love Is Too Much!)",6.64,950,14302,6272,3303,9,Manga,15,55,Finished,"[""'Romance'"", ""'Slice of Life'""]",,Manga Mee,"[""'Segawa,Sasa'""]",2020-02-01,2021-11-13,3,1,2,0
"Sono Keisatsukan, Tokidoki Yajuu!",6.64,110,14303,25010,449,3,Manga,3,16,Publishing,"[""'Romance'""]",,,"[""'Torai,Sigma'""]",2019-12-01,Updating,1,1,0,0
Ikken Cool dakedo Futsuu Kawaii Shinoda-san,6.64,281,14304,15662,1000,2,Doujinshi,1,16,Finished,"[""'Comedy'"", ""'Romance'"", ""'Slice of Life'""]",,,"[""'Yaki Tomato'""]",2019-12-30,2019-12-30,1,1,0,0
"Sono Voice, Yuuryou desu ka?",6.63,533,14472,13909,1189,2,Manga,2,8,Finished,"[""'Comedy'"", ""'Romance'"", ""'School'""]",Shoujo,Nakayoshi,"[""'Amazato,Sugar'"", ""'Sanada,Hatsune'""]",2016-10-03,2017-05-01,1,1,0,0
Lady Rose wa Heimin ni Naritai (Lady Rose Just Wants to Be a Commoner!),6.63,947,14473,5973,3488,7,Manga,6,35,Finished,"[""'Fantasy'"", ""'Romance'"", ""'Reincarnation'""]",,Flos Comic,"[""'Kiyose,Yura'"", ""'Kooriame'""]",2018-05-28,2022-07-22,0,0,0,0
Bimajo no Ayano-san,6.63,1423,14474,5849,3577,13,Manga,2,63,Finished,"[""'Comedy'""]",Seinen,Morning,"[""'Aihara,Akito'""]",2018-03-15,2019-05-16,4,3,0,1
Foie Gras to Gyuudon,6.63,172,14475,27601,368,1,Manga,1,8,Finished,"[""'Comedy'"", ""'Gourmet'"", ""'Romance'"", ""'Slice of Life'"", ""'Ecchi'""]",,Sunday Webry,"[""'Ooi,Masakazu'""]",2017-10-03,2018-07-19,1,1,0,0
Shounen no Hatsukoi wa Bishoujo ♂ deshita.,6.63,559,14476,12682,1352,8,Manga,3,22,Finished,"[""'Comedy'"", ""'Crossdressing'"", ""'School'""]",,,"[""'Kobayashi,Kina'""]",2019-07-12,2020-10-22,2,2,0,0
Niwa ni wa Ninin,6.63,274,14477,20686,637,1,Manga,1,7,Finished,"[""'Mystery'"", ""'Slice of Life'"", ""'Supernatural'""]",Seinen,Comic Beam,"[""'Nakano,Shizuka'""]",2018-02-10,2018-08-10,1,1,0,0
The Abandoned Empress,6.63,5472,14478,1692,12396,151,Manhwa,9,146,Finished,"[""'Drama'"", ""'Fantasy'"", ""'Romance'"", ""'Time Travel'""]",,KakaoPage,"[""'Jeong,Yuna'"", ""'iNA'""]",2017-06-11,2021-03-09,14,3,1,10
Pocket Monsters: Satoshi to Gou no Monogatari! (Pokémon Journeys),6.63,108,14479,25492,434,7,Manga,4,24,Finished,"[""'Action'"", ""'Adventure'""]",Kids,CoroCoro Comic,"[""'Gomi,Machito'""]",2019-11-15,2021-10-15,0,0,0,0
Kamige tte Souiu Koto desu ka,6.63,396,14480,14436,1127,2,Manga,2,16,Finished,"[""'Comedy'"", ""'Girls Love'"", ""'Supernatural'"", ""'Ecchi'""]",Seinen,Dengeki Maoh,"[""'Hirose,Madoka'""]",2019-01-26,2020-03-27,0,0,0,0
Osananajimi ga Zettai ni Makenai Love Comedy,6.63,459,14481,6777,3025,31,Light Novel,3,16,Publishing,"[""'Comedy'"", ""'Romance'"", ""'Harem'"", ""'School'""]",,,"[""'Nimaru,Shuichi'"", ""'Shigure,Ui'""]",2019-06-08,Updating,1,0,1,0
"Haisha-san, Atattemasu!",6.63,256,14482,21653,588,3,One-shot,3,1,Finished,"[""'Comedy'"", ""'Ecchi'""]",Shounen,Shounen Jump+,"[""'Yamazaki,Shou'""]",2019-10-05,2019-10-05,0,0,0,0
Agravity Boys,6.63,2227,14483,4154,5245,64,Manga,7,59,Finished,"[""'Comedy'"", ""'Sci-Fi'"", ""'Gag Humor'"", ""'Space'""]",Shounen,Shounen Jump (Weekly),"[""'Nakamura,Atsushi'""]",2019-12-09,2021-04-30,10,5,1,4
To LOVE-Ru Bangai-hen: Multiplication - Mae kara Ushiro kara,6.63,503,14484,14579,1110,7,One-shot,3,2,Finished,"[""'Comedy'"", ""'Romance'"", ""'Sci-Fi'"", ""'Supernatural'"", ""'Ecchi'"", ""'Harem'"", ""'School'""]",Shounen,Jump SQ.,"[""'Yabuki,Kentarou'"", ""'Hasemi,Saki'""]",2017-04-04,2017-05-02,0,0,0,0
Joou Heika to Yobanaide (Please Don't Call Me Queen!),6.63,218,14485,15437,1023,3,Manga,4,21,Finished,"[""'Comedy'"", ""'Fantasy'"", ""'Romance'""]",,Flos Comic,"[""'Gouto,Sora'"", ""'Kashiwa,Ten'""]",2020-02-18,2022-08-16,0,0,0,0
Yankee JK Kuzuhana-chan,6.63,108,14486,18985,738,1,One-shot,3,1,Finished,"[""'Comedy'"", ""'Ecchi'"", ""'School'""]",Shounen,Shounen Champion (Weekly),"[""'Sogabe,Toshinori'""]",2019-10-31,2019-10-31,0,0,0,0
Yancha Gal no Anjou-san-tachi: Kou-1-hen,6.63,166,14487,12320,1406,3,Manga,6,78,Finished,"[""'Comedy'"", ""'School'""]",Seinen,Young King,"[""'Katou,Yuuichi'"", ""'Suoshiro'""]",2019-05-27,2022-09-26,0,0,0,0
Teihen Ryoushu no Kanchigai Eiyuutan (The Bottom-Tier Baron's Accidental Rise to the Top),6.63,1847,14488,3905,5562,13,Manga,10,73,Finished,"[""'Comedy'"", ""'Fantasy'""]",,Comic Gardo,"[""'Parabora,Maji'"", ""'Manji'""]",2020-10-09,2024-03-14,4,4,0,0
Chitose-kun wa Ramune Bin no Naka (Chitose Is in the Ramune Bottle),6.63,321,14489,9059,2112,9,Manga,3,16,Publishing,"[""'Comedy'"", ""'Romance'"", ""'Harem'"", ""'School'""]",,Manga UP!,"[""'Hiromu,Bobcat'""]",2020-04-11,Updating,3,0,1,2
Atatakai Yuki,6.63,835,14490,11069,1633,16,One-shot,3,1,Finished,"[""'Suspense'"", ""'Gore'""]",,Ryona King,"[""'Ame to Toge'""]",2020-03-25,2020-03-25,2,1,1,0
Ienai Himitsu no Aishikata (How to Love a Secret You Can't Tell Anyone About),6.63,610,14491,9091,2104,6,Manga,2,12,Finished,"[""'Comedy'"", ""'Drama'"", ""'Girls Love'"", ""'School'""]",,Manga Life STORIA Dash,"[""'Ukaniuka'""]",2020-06-26,2024-07-26,1,0,1,0
Wagaya wa Kakuriyo no Kashihonya-san (The Haunted Bookstore: Gateway to a Parallel Universe),6.63,118,14492,16737,901,4,Manga,4,27,Finished,"[""'Drama'"", ""'Slice of Life'"", ""'Supernatural'""]",,Comic ELMO,"[""'Shinobumaru,Medamayaki'""]",2020-05-19,2022-12-13,0,0,0,0
Katakoi Lamp,6.63,381,14493,17937,807,3,Manga,1,8,Finished,"[""'Boys Love'"", ""'Drama'"", ""'Slice of Life'""]",,RuTile,"[""'Azumi,Kyouhei'""]",2018-01-22,2019-01-02,2,1,0,1
Nigate nano wa Amai Momo (He Does Not Like a Sweet Peach),6.63,119,14494,30824,287,2,One-shot,3,1,Finished,"[""'Comedy'"", ""'Romance'""]",,Palcy,"[""'Mogusu'""]",2018-04-26,2018-04-26,0,0,0,0
Spotlight,6.63,259,14495,15534,1012,2,Manga,3,13,Finished,"[""'Drama'"", ""'Romance'"", ""'Adult Cast'""]",Seinen,Afternoon,"[""'Miura,Kaze'""]",2020-07-22,2021-07-26,2,2,0,0
Colorless Girl,6.63,135,14496,28906,333,2,Manhwa,3,17,Finished,"[""'Drama'"", ""'Romance'"", ""'Psychological'"", ""'School'""]",,Lezhin Comics Webtoon,"[""'Lame'""]",2014-05-21,2014-07-30,1,0,1,0
Tensei shita Akuyaku Reijou wa Fukushuu wo Nozomanai the Comic,6.63,254,14497,14346,1136,1,Manga,3,16,Publishing,"[""'Fantasy'"", ""'Romance'"", ""'Villainess'""]",,MAGCOMI,"[""'Iwaaki,Haru'"", ""'Akako'""]",2020-12-15,Updating,0,0,0,0
"""Ano Toki Tasukete Itadaita Monster Musume desu."": Isekai Ossan Kyoushi Totsuzen no Moteki ni Konwaku suru",6.63,509,14469,7576,2637,6,Manga,3,16,Publishing,"[""'Fantasy'"", ""'School'""]",,Ganma!,"[""'Okinosuke'""]",2023-09-14,Updating,2,1,0,1
Tomie: Control,6.63,208,14470,25831,422,1,One-shot,3,1,Finished,"[""'Drama'"", ""'Horror'"", ""'Supernatural'""]",Shoujo,Nemuki+,"[""'Itou,Junji'""]",2024-04-12,2024-04-12,0,0,0,0
Shinigami no Houshuu (The Grim Reaper's Reward),6.63,108,14471,38718,166,0,One-shot,3,1,Finished,"[""'Supernatural'""]",Shounen,Shounen Jump+,"[""'Miharu'""]",2024-10-28,2024-10-28,0,0,0,0
Higajo no Mon,6.63,141,14407,29725,312,2,One-shot,3,1,Finished,"[""'Comedy'"", ""'Romance'"", ""'Supernatural'""]",Shounen,Jump SQ.,"[""'Sakurai,Ato'""]",2013-06-04,2013-06-04,0,0,0,0
Fantasma,6.63,492,14408,9936,1872,9,Manga,3,11,Finished,"[""'Supernatural'""]",Shounen,Jump SQ.,"[""'Kaku,Yuuji'""]",2013-07-04,2014-06-19,1,1,0,0
Magical☆Change,6.63,357,14409,14717,1093,5,Manga,3,20,Finished,"[""'Action'"", ""'Comedy'"", ""'Magical Sex Shift'""]",Shoujo,Wings,"[""'Homerun Ken'""]",2010-03-20,2013-08-28,0,0,0,0
Brothers Conflict feat.Tsubaki&Azusa,6.63,389,14410,14039,1173,3,Manga,1,5,Finished,"[""'Romance'""]",Shoujo,Sylph,"[""'Kanase,Atsuko'"", ""'Nakagawa,Waka'""]",2013-07-22,2013-07-22,0,0,0,0
Toufuu (Fu)Kenbunroku,6.63,266,14411,23756,495,1,One-shot,3,1,Finished,"[""'Comedy'"", ""'Slice of Life'""]",Shounen,Shounen Sunday,"[""'Kumeta,Kouji'""]",2013-07-31,2013-07-31,0,0,0,0
Hoshi no Ame Tsuki no Geboku (Star's Rain Moon's Manservant),6.63,146,14412,21676,587,1,Manga,2,14,Finished,"[""'Fantasy'"", ""'Supernatural'""]",Josei,Comic ZERO-SUM,"[""'Kikuta,Yui'""]",2013-08-28,2014-10-28,0,0,0,0
Oujisama Game,6.63,929,14413,10066,1842,2,Manga,1,4,Finished,"[""'Drama'"", ""'Romance'"", ""'School'""]",Shoujo,Dessert,"[""'Kirishima,Rira'""]",2012-01-24,2012-04-24,0,0,0,0
Houkago Saikoro Club,6.63,191,14414,14324,1138,10,Manga,19,107,Finished,"[""'Comedy'"", ""'CGDCT'"", ""'School'""]",Shounen,Gessan,"[""'Nakamichi,Hiroo'""]",2013-03-12,2021-06-11,2,2,0,0
Watashi no Itoshii Kutsu,6.63,363,14415,21422,600,0,One-shot,3,1,Finished,"[""'Romance'""]",Shoujo,Bessatsu Margaret,"[""'Ouchi,Manami'""]",2013-09-13,2013-09-13,0,0,0,0
Heisei Umare (Natural Born Heisei),6.63,226,14416,17030,876,7,Manga,2,16,Finished,"[""'Comedy'"", ""'Slice of Life'"", ""'School'""]",Seinen,Manga Time Kirara Carat,"[""'Hatopopoko'""]",2010-07-28,2012-10-27,0,0,0,0
Meikyuu Romantica (Mysteria Romantica),6.63,180,14418,17493,840,1,Manga,3,15,Finished,"[""'Fantasy'"", ""'Romance'"", ""'Time Travel'""]",Shoujo,Princess,"[""'Aikawa,Saki'""]",2014-08-06,2016-12-06,0,0,0,0
Sentirental Girl (The Sentirental Girl),6.63,348,14419,16227,946,1,Manga,3,56,Finished,"[""'Comedy'"", ""'Romance'"", ""'School'""]",,Manga Box,"[""'Ninatsu,Nao'""]",2014-10-30,2015-12-03,0,0,0,0
Mahou Shoujo Ore,6.63,758,14420,7440,2698,15,Manga,2,12,Finished,"[""'Comedy'"", ""'Fantasy'"", ""'Magical Sex Shift'"", ""'Mahou Shoujo'""]",,Comic Be,"[""'Moukon,Icchokusen'""]",2012-11-13,2014-02-13,0,0,0,0
Ninja Slayer Kills,6.63,144,14421,18241,787,7,Manga,5,29,Finished,"[""'Action'"", ""'Sci-Fi'"", ""'Super Power'""]",,Suiyoubi no Sirius,"[""'Bond,Bradley'"", ""'Ninj@ Morzez,Philip'"", ""'Sekine,Koutarou'""]",2014-01-22,2016-12-28,1,1,0,0
Aijin: Itai hodo Aishite,6.63,222,14445,21263,608,1,Manga,1,3,Finished,"[""'Drama'"", ""'Romance'""]",Shoujo,Cheese!,"[""'Watanabe,Shiho'""]",2008-01-01,2008-01-01,0,0,0,0
Love Pheromone No.5,6.63,138,14446,24984,449,1,Manga,2,42,Finished,"[""'Comedy'"", ""'Girls Love'"", ""'School'""]",,,"[""'Iwasaki,Tsubasa'""]",2006-11-01,2011-06-01,0,0,0,0
Sora☆Miyo,6.63,252,14447,21448,599,1,Manga,1,8,Finished,"[""'Comedy'"", ""'School'""]",Seinen,Comic High!,"[""'Umekawa,Kazumi'""]",2007-08-11,2007-08-11,1,1,0,0
Panty & Stocking with Garterbelt,6.63,1519,14448,4734,4517,55,Manga,1,9,Finished,"[""'Action'"", ""'Comedy'"", ""'Ecchi'"", ""'Gag Humor'""]",Seinen,Young Ace,"[""'TAGRO'""]",2010-08-04,2011-06-04,2,2,0,0
Amagami: Close to You,6.63,662,14449,11631,1520,4,One-shot,3,1,Finished,"[""'Romance'"", ""'School'""]",,Comp Ace,"[""'Enterbrain,Andou'"", ""'Tomoya'""]",2010-06-26,2010-06-26,0,0,0,0
Enma,6.63,188,14450,26965,386,1,One-shot,3,1,Finished,"[""'Action'"", ""'Supernatural'""]",Shounen,Gangan Online,"[""'Okino,Maho'""]",2010-11-01,Updating,0,0,0,0
GANTZ/EXA,6.63,255,14451,10478,1755,12,Light Novel,1,12,Finished,"[""'Action'"", ""'Drama'"", ""'Horror'"", ""'Sci-Fi'"", ""'Supernatural'"", ""'Ecchi'""]",,Young Jump,[],2010-01-01,2010-01-01,0,0,0,0
Kaze no Uta wo Kike (Hear the Wind Sing),6.63,235,14452,25320,439,0,Manga,1,3,Finished,"[""'Romance'""]",Josei,,"[""'Okada,Junko'""]",2008-06-01,2008-06-01,0,0,0,0
